Chr	Sites	Strand	Gene	Transcript	NonCR	AGcov	Acov	Genecov	Ratio	NormeRatio	Pvalue	P_adjust	Sample
chr10	87504895	+	MINPP1	NM_001178117.1	0.04754	242	27	176.07889546351086	0.11157	0.1062659622	4.1e-05	4.702012482078996e-05	m6A.sites
chr10	87504946	+	MINPP1	NM_001178117.1	0.04754	764	132	176.07889546351086	0.17277	0.1645565142	2.6000000000000002e-37	8.115368659249482e-37	m6A.sites
chr10	87505025	+	MINPP1	NM_001178117.1	0.04754	754	135	176.07889546351086	0.17905	0.170537963	7.7e-40	2.5136970901477682e-39	m6A.sites
chr10	87505066	+	MINPP1	NM_001178117.1	0.04754	660	192	176.07889546351086	0.29091	0.27708013859999997	3.2999999999999997e-93	2.073257518248175e-92	m6A.sites
chr10	87505124	+	MINPP1	NM_001178117.1	0.04754	506	361	176.07889546351086	0.71344	0.6795230623999999	0.0	0.0	m6A.sites
chr10	87505334	+	MINPP1	NM_001178117.1	0.04754	238	215	176.07889546351086	0.90336	0.8604142656	7.199999999999997e-254	1.298540608498868e-252	m6A.sites
chr10	87505343	+	MINPP1	NM_001178117.1	0.04754	157	65	176.07889546351086	0.41401000000000004	0.3943279646	1.4e-43	4.863979979010252e-43	m6A.sites
chr10	87505365	+	MINPP1	NM_001178117.1	0.04754	176	50	176.07889546351086	0.28409	0.27058436140000003	4.8e-25	1.1523330953230989e-24	m6A.sites
chr10	87505433	+	MINPP1	NM_001178117.1	0.04754	683	113	176.07889546351086	0.16545	0.157584507	1.8e-30	4.906104095152445e-30	m6A.sites
chr10	87517224	+	ELSE	ELSE	0.0212	24	23	48.03321326411697	0.9583299999999999	0.9380134039999999	7.6e-38	2.3954655846723987e-37	m6A.sites
chr10	87517233	+	ELSE	ELSE	0.0212	19	11	48.03321326411697	0.57895	0.5666762599999999	2.5e-14	4.3713534641075235e-14	m6A.sites
chr10	87552131	+	MINPP1	NM_001178117.1	0.04754	706	336	176.07889546351086	0.47591999999999995	0.45329476319999995	2.1999999999999988e-242	3.741651912741066e-241	m6A.sites
chr10	87552255	+	MINPP1	NM_001178117.1	0.04754	297	85	176.07889546351086	0.2862	0.272594052	1.0999999999999999e-41	3.7046406435860507e-41	m6A.sites
chr10	87552293	+	MINPP1	NM_001178117.1	0.04754	159	137	176.07889546351086	0.86164	0.8206776344	9.999999999999998e-156	1.0237356677291971e-154	m6A.sites
chr10	87552304	+	MINPP1	NM_001178117.1	0.04754	128	98	176.07889546351086	0.76562	0.7292224251999999	8.199999999999997e-102	5.5821690024992865e-101	m6A.sites
chr10	87552365	+	MINPP1	NM_001178117.1	0.04754	46	45	176.07889546351086	0.97826	0.9317535196	1.3e-58	5.601599983980136e-58	m6A.sites
chr10	87552405	+	MINPP1	NM_001178117.1	0.04754	212	91	176.07889546351086	0.42925	0.408843455	5.2e-62	2.3407614744152965e-61	m6A.sites
chr10	87552472	+	MINPP1	NM_001178117.1	0.04754	82	79	176.07889546351086	0.96341	0.9176094885999999	2.399999999999999e-100	1.6116265135438768e-99	m6A.sites
chr10	87552482	+	MINPP1	NM_001178117.1	0.04754	43	14	176.07889546351086	0.32558000000000004	0.31010192680000004	6.4e-09	9.094512170961394e-09	m6A.sites
chr10	87552490	+	MINPP1	NM_001178117.1	0.04754	18	16	176.07889546351086	0.88889	0.8466321694	9.5e-20	1.9701428309833365e-19	m6A.sites
chr10	87552608	+	MINPP1	NM_001178117.1	0.04754	71	47	176.07889546351086	0.66197	0.6304999461999999	1.0999999999999999e-44	3.8916329617572587e-44	m6A.sites
chr10	87552633	+	MINPP1	NM_001178117.1	0.04754	107	77	176.07889546351086	0.71963	0.6854187897999999	9.999999999999998e-77	5.3329450544003557e-76	m6A.sites
chr10	87552832	+	MINPP1	NM_001178117.1	0.04754	178	96	176.07889546351086	0.53933	0.5136902517999999	2.4999999999999994e-77	1.3421508944387612e-76	m6A.sites
chr10	87552852	+	MINPP1	NM_001178117.1	0.04754	157	137	176.07889546351086	0.87261	0.8311261206	2.0999999999999993e-157	2.175722952477249e-156	m6A.sites
chr10	87552863	+	MINPP1	NM_001178117.1	0.04754	133	83	176.07889546351086	0.6240600000000001	0.5943921876	1.8e-74	9.375991285403051e-74	m6A.sites
chr10	87552909	+	MINPP1	NM_001178117.1	0.04754	216	52	176.07889546351086	0.24074	0.2292952204	2.4e-22	5.3600448374641925e-22	m6A.sites
chr10	87553024	+	MINPP1	NM_001178117.1	0.04754	78	31	176.07889546351086	0.39744	0.3785457024	5.7e-21	1.2246343630808554e-20	m6A.sites
chr10	89335979	+	ELSE	ELSE	0.0212	36	13	48.03321326411697	0.36111	0.35345446799999997	2.6e-13	4.3894442831700105e-13	m6A.sites
chr10	89363312	+	IFIT6P	IFIT6P	0.08097	31	19	30.875	0.6129	0.563273487	9.800000000000001e-14	1.6799743473307684e-13	m6A.sites
chr10	91110770	-	ELSE	ELSE	0.0212	232	171	48.03321326411697	0.73707	0.721444116	1.1999999999999992e-230	1.9256827503915267e-229	m6A.sites
chr10	91110779	-	ELSE	ELSE	0.0212	334	38	48.03321326411697	0.11377000000000001	0.11135807600000001	9.1e-17	1.724965335588502e-16	m6A.sites
chr10	93193626	+	ELSE	ELSE	0.0212	36	15	48.03321326411697	0.41667	0.407836596	2.9e-16	5.410022974554596e-16	m6A.sites
chr10	94601838	+	HELLS	NM_001289067.1	0.01686	93	24	80.05660377358491	0.25806	0.2537091084	9.9e-22	2.173081811690299e-21	m6A.sites
chr10	94602240	+	HELLS	XM_024447968.1	0.01686	16	5	80.05660377358491	0.3125	0.30723125	5.0999999999999995e-06	6.219892198870978e-06	m6A.sites
chr10	94603945	+	HELLS	XM_024447968.1	0.01686	47	5	80.05660377358491	0.10638	0.10458643320000001	0.001	0.0010285655559432705	m6A.sites
chr10	94607915	+	HELLS	XM_024447968.1	0.01686	62	10	80.05660377358491	0.16129000000000002	0.15857065060000003	9e-08	1.2097165309080007e-07	m6A.sites
chr10	94607950	+	HELLS	XM_024447968.1	0.01686	234	58	80.05660377358491	0.24786	0.2436810804	3.699999999999999e-49	1.40115149061983e-48	m6A.sites
chr10	94609904	+	HELLS	XM_024447968.1	0.01686	46	8	80.05660377358491	0.17390999999999998	0.17097787739999998	9.6e-07	1.220924269916604e-06	m6A.sites
chr10	94609929	+	HELLS	XM_024447968.1	0.01686	19	10	80.05660377358491	0.52632	0.5174462448	1.5e-13	2.553285658911663e-13	m6A.sites
chr10	94609980	+	HELLS	XM_024447968.1	0.01686	67	8	80.05660377358491	0.1194	0.11738691600000001	1.8e-05	2.1175561751681155e-05	m6A.sites
chr10	94610029	+	HELLS	XM_024447968.1	0.01686	82	28	80.05660377358491	0.34146	0.3357029844	6.3e-29	1.660006490007837e-28	m6A.sites
chr10	94610777	+	HELLS	XM_024447968.1	0.01686	43	5	80.05660377358491	0.11628	0.1143195192	0.0007700000000000001	0.0008070011640763129	m6A.sites
chr10	94611129	+	HELLS	XM_024447968.1	0.01686	51	8	80.05660377358491	0.15686	0.1542153404	2.2e-06	2.7403562393993598e-06	m6A.sites
chr10	94611209	+	HELLS	XM_024447968.1	0.01686	92	15	80.05660377358491	0.16304000000000002	0.16029114560000002	4.9e-11	7.604595023440317e-11	m6A.sites
chr10	94612912	+	HELLS	XM_024447968.1	0.01686	72	8	80.05660377358491	0.11110999999999999	0.10923668539999999	2.9999999999999997e-05	3.4742153190390075e-05	m6A.sites
chr10	94613159	+	HELLS	XM_024447968.1	0.01686	69	7	80.05660377358491	0.10145	0.099739553	0.00016999999999999999	0.0001863230410333727	m6A.sites
chr10	94613190	+	HELLS	XM_024447968.1	0.01686	273	146	80.05660377358491	0.5348	0.5257832720000001	5.9999999999999976e-180	7.22764373285562e-179	m6A.sites
chr10	96359576	+	ELSE	ELSE	0.0212	23	5	48.03321326411697	0.21739	0.212781332	0.0001	0.00011134056358725461	m6A.sites
chr10	98034570	+	ELSE	ELSE	0.0212	15	5	48.03321326411697	0.33333	0.32626340400000003	1.1e-05	1.3127074182528062e-05	m6A.sites
chr10	99704628	+	ENTPD7	NM_001349962.2	0.02014	99	73	50.9740980573543	0.73737	0.7225193682	4.899999999999999e-101	3.3120059682739116e-100	m6A.sites
chr10	99704690	+	ENTPD7	NM_001349962.2	0.02014	56	26	50.9740980573543	0.46429	0.45493919939999994	2.9999999999999997e-29	7.961336391889891e-29	m6A.sites
chr10	99704696	+	ENTPD7	NM_001349962.2	0.02014	60	50	50.9740980573543	0.8333299999999999	0.8165467337999999	1e-74	5.223298378483348e-74	m6A.sites
chr10	99704779	+	ENTPD7	NM_001349962.2	0.02014	81	10	50.9740980573543	0.12345999999999999	0.12097351559999998	5.6e-06	6.8139286602881635e-06	m6A.sites
chr10	99704788	+	ENTPD7	NM_001349962.2	0.02014	64	9	50.9740980573543	0.14062	0.1377879132	5.5e-06	6.6949013995270795e-06	m6A.sites
chr10	99704814	+	ENTPD7	NM_001349962.2	0.02014	29	6	50.9740980573543	0.2069	0.20273303399999998	2.1e-05	2.458131741999358e-05	m6A.sites
chr10	99704884	+	ENTPD7	NM_001349962.2	0.02014	19	12	50.9740980573543	0.63158	0.6188599788	2e-16	3.7501023884836914e-16	m6A.sites
chr10	99704892	+	ENTPD7	NM_001349962.2	0.02014	22	7	50.9740980573543	0.31818	0.3117718548	1.8e-07	2.3823190759124625e-07	m6A.sites
chr10	99704918	+	ENTPD7	NM_001349962.2	0.02014	68	14	50.9740980573543	0.20588	0.2017335768	8.000000000000001e-11	1.231423829689825e-10	m6A.sites
chr10	99705081	+	ENTPD7	NM_001349962.2	0.02014	47	36	50.9740980573543	0.7659600000000001	0.7505335656000001	1.1999999999999999e-51	4.711862922209448e-51	m6A.sites
chr10	99712714	-	COX15	NR_164009.1	0.02056	390	53	179.18987341772151	0.1359	0.133105896	5e-27	1.2597712050957801e-26	m6A.sites
chr10	99713550	-	COX15	NR_164009.1	0.02056	163	22	179.18987341772151	0.13497	0.1321950168	4.4e-12	7.11079099948929e-12	m6A.sites
chr10	99714523	-	COX15	NR_164009.1	0.02056	253	216	179.18987341772151	0.85375	0.8361969	0.0	0.0	m6A.sites
chr10	99714556	-	COX15	NR_164009.1	0.02056	402	147	179.18987341772151	0.36567	0.35815182479999996	9.699999999999997e-138	8.758859840537135e-137	m6A.sites
chr10	99714562	-	COX15	NR_164009.1	0.02056	424	301	179.18987341772151	0.70991	0.6953142504000001	0.0	0.0	m6A.sites
chr10	99714576	-	COX15	NR_164009.1	0.02056	475	64	179.18987341772151	0.13474	0.1319697456	4.5999999999999996e-32	1.2963778764423138e-31	m6A.sites
chr10	99714608	-	COX15	NR_164009.1	0.02056	513	241	179.18987341772151	0.46979	0.4601311176	3.799999999999998e-257	6.962535762942777e-256	m6A.sites
chr10	99732095	-	COX15	NR_164009.1	0.02056	105	15	179.18987341772151	0.14286	0.1399227984	4.8e-09	6.856382682120525e-09	m6A.sites
chr10	99755704	+	CUTC	NM_015960.3	0.02286	282	185	250.34131736526948	0.65603	0.6410331542	9.299999999999995e-228	1.4704715261958988e-226	m6A.sites
chr10	99755784	+	CUTC	NM_015960.3	0.02286	96	39	250.34131736526948	0.40625	0.39696312500000003	3.3e-38	1.0465596168017686e-37	m6A.sites
chr10	99755837	+	CUTC	NM_015960.3	0.02286	408	339	250.34131736526948	0.83088	0.8118860832	0.0	0.0	m6A.sites
chr10	99756027	+	CUTC	NM_015960.3	0.02286	79	52	250.34131736526948	0.65823	0.6431828622	2.5999999999999997e-65	1.2174465770117943e-64	m6A.sites
chr10	101803901	-	OGA	NM_001142434.1	0.0249	211	49	212.15750371471023	0.23223000000000002	0.226447473	1.4e-32	3.9867474822333676e-32	m6A.sites
chr10	101818072	-	OGA	NM_001142434.1	0.0249	163	39	212.15750371471023	0.23926	0.23330242599999998	8.800000000000001e-27	2.204497531899041e-26	m6A.sites
chr10	101818323	-	OGA	NM_001142434.1	0.0249	289	55	212.15750371471023	0.19030999999999998	0.18557128099999998	1.4e-31	3.9071697232237817e-31	m6A.sites
chr10	101818328	-	OGA	NM_001142434.1	0.0249	171	27	212.15750371471023	0.15789	0.153958539	3.1e-14	5.405412260443257e-14	m6A.sites
chr10	101819011	+	ELSE	ELSE	0.0212	39	5	48.03321326411697	0.12821	0.125491948	0.001	0.0010285655559432705	m6A.sites
chr10	101828395	+	KCNIP2-AS1	NR_045118.1	0.05451	21	8	28.847826086956523	0.38095	0.36018441549999997	8.3e-06	9.995834289456157e-06	m6A.sites
chr10	101828503	+	KCNIP2-AS1	NR_045118.1	0.05451	25	23	28.847826086956523	0.92	0.8698508	2.3e-27	5.844148314341383e-27	m6A.sites
chr10	101828594	+	KCNIP2-AS1	NR_045118.1	0.05451	26	16	28.847826086956523	0.61538	0.5818356362	1.9e-14	3.335373683480588e-14	m6A.sites
chr10	101828642	+	KCNIP2-AS1	NR_045118.1	0.05451	20	13	28.847826086956523	0.65	0.6145685	2e-12	3.273306712302719e-12	m6A.sites
chr10	101828677	+	KCNIP2-AS1	NR_045118.1	0.05451	15	10	28.847826086956523	0.66667	0.6303298182999999	5.400000000000001e-10	8.03650837563803e-10	m6A.sites
chr10	101828813	+	KCNIP2-AS1	NR_045118.1	0.05451	61	55	28.847826086956523	0.90164	0.8524916036	1.3e-62	5.892955402473193e-62	m6A.sites
chr10	101847482	-	ARMH3	XR_001747200.1	0.014969999999999999	69	7	101.05664488017428	0.10145	0.09993129349999999	8.1e-05	9.089841822818612e-05	m6A.sites
chr10	101847501	-	ARMH3	XR_001747200.1	0.014969999999999999	191	29	101.05664488017428	0.15183	0.1495571049	1.9e-20	4.020890252657874e-20	m6A.sites
chr10	103415054	+	PDCD11	XR_001747065.2	0.0228	47	5	318.3376539209333	0.10638	0.103954536	0.004	0.004008644016486971	m6A.sites
chr10	103416633	+	PDCD11	XR_001747065.2	0.0228	445	66	318.3376539209333	0.14831	0.144928532	5.4e-33	1.551481560605656e-32	m6A.sites
chr10	103421472	+	PDCD11	XR_001747065.2	0.0228	756	88	318.3376539209333	0.1164	0.11374608	4.2999999999999996e-35	1.2876900702804256e-34	m6A.sites
chr10	103425117	+	PDCD11	XR_001747065.2	0.0228	575	173	318.3376539209333	0.30086999999999997	0.29401016399999996	1.5999999999999996e-137	1.4421580865412804e-136	m6A.sites
chr10	103425139	+	PDCD11	XR_001747065.2	0.0228	421	51	318.3376539209333	0.12114000000000001	0.118378008	7.900000000000001e-22	1.7385979033495273e-21	m6A.sites
chr10	103425182	+	PDCD11	XR_001747065.2	0.0228	407	93	318.3376539209333	0.2285	0.2232902	6.999999999999999e-63	3.1842652685876155e-62	m6A.sites
chr10	103425246	+	PDCD11	XR_001747065.2	0.0228	125	100	318.3376539209333	0.8	0.78176	4.499999999999999e-139	4.105947080524105e-138	m6A.sites
chr10	103425290	+	PDCD11	XR_001747065.2	0.0228	302	55	318.3376539209333	0.18212	0.177967664	1.8999999999999998e-32	5.395234764707434e-32	m6A.sites
chr10	103425299	+	PDCD11	XR_001747065.2	0.0228	361	56	318.3376539209333	0.15512	0.151583264	2.8999999999999997e-29	7.698711985688729e-29	m6A.sites
chr10	103425330	+	PDCD11	XR_001747065.2	0.0228	513	234	318.3376539209333	0.45614	0.44574000799999997	1.1999999999999994e-235	1.9792641422658276e-234	m6A.sites
chr10	103425344	+	PDCD11	XR_001747065.2	0.0228	530	343	318.3376539209333	0.64717	0.632414524	0.0	0.0	m6A.sites
chr10	103425380	+	PDCD11	XR_001747065.2	0.0228	583	376	318.3376539209333	0.64494	0.6302353679999999	0.0	0.0	m6A.sites
chr10	103442261	+	PDCD11	XM_005269647.3	0.0228	63	8	318.3376539209333	0.12697999999999998	0.12408485599999998	9.2e-05	0.00010285375535142774	m6A.sites
chr10	103442669	+	ELSE	ELSE	0.0212	16	7	48.03321326411697	0.4375	0.428225	1.8999999999999998e-08	2.6391423628593927e-08	m6A.sites
chr10	103445545	+	PDCD11	XM_005269647.3	0.0228	430	364	318.3376539209333	0.84651	0.827209572	0.0	0.0	m6A.sites
chr10	103445570	+	PDCD11	XM_005269647.3	0.0228	574	383	318.3376539209333	0.66725	0.6520367	0.0	0.0	m6A.sites
chr10	103445626	+	PDCD11	XM_005269647.3	0.0228	449	294	318.3376539209333	0.65479	0.6398607879999999	0.0	0.0	m6A.sites
chr10	103445640	+	PDCD11	XM_005269647.3	0.0228	376	318	318.3376539209333	0.8457399999999999	0.8264571279999999	0.0	0.0	m6A.sites
chr10	103445810	+	PDCD11	XM_005269647.3	0.0228	481	58	318.3376539209333	0.12057999999999999	0.11783077599999998	1.7e-24	4.022346964582211e-24	m6A.sites
chr10	103446135	+	PDCD11	XM_005269647.3	0.0228	467	67	318.3376539209333	0.14347000000000001	0.140198884	1.4e-32	3.9867474822333676e-32	m6A.sites
chr10	103446528	+	ELSE	ELSE	0.0212	27	11	48.03321326411697	0.40741	0.398772908	3.7e-12	5.995559220434966e-12	m6A.sites
chr10	103446924	-	CALHM2	NR_024552.2	0.04596	22	5	28.837370242214533	0.22726999999999997	0.21682467079999998	0.003	0.003022530726910921	m6A.sites
chr10	103447105	-	CALHM2	NR_024552.2	0.04596	43	11	28.837370242214533	0.25581	0.24405297239999998	2.8e-06	3.467333467614306e-06	m6A.sites
chr10	103447338	-	CALHM2	NR_024552.2	0.04596	18	15	28.837370242214533	0.8333299999999999	0.7950301531999999	6.2e-18	1.2194342071587875e-17	m6A.sites
chr10	103447433	+	ELSE	ELSE	0.0212	29	10	48.03321326411697	0.34483	0.33751960400000003	2.5e-10	3.7715765045712047e-10	m6A.sites
chr10	103447441	-	CALHM2	NR_024552.2	0.04596	26	15	28.837370242214533	0.57692	0.5504047568	4.0999999999999996e-14	7.122141404029966e-14	m6A.sites
chr10	103448942	+	ELSE	ELSE	0.0212	72	12	48.03321326411697	0.16667	0.16313659600000002	3.9e-08	5.336746815560035e-08	m6A.sites
chr10	103449532	-	CALHM2	NR_024552.2	0.04596	55	49	28.837370242214533	0.8909100000000001	0.8499637764000001	6.2999999999999995e-59	2.725920854195572e-58	m6A.sites
chr10	103449618	-	CALHM2	NR_024552.2	0.04596	65	44	28.837370242214533	0.67692	0.6458087567999999	3.2e-43	1.1051645935318194e-42	m6A.sites
chr10	103449664	-	CALHM2	NR_024552.2	0.04596	42	40	28.837370242214533	0.9523799999999999	0.9086086151999999	2.3999999999999997e-51	9.390312022692558e-51	m6A.sites
chr10	103449671	-	CALHM2	NR_024552.2	0.04596	23	6	28.837370242214533	0.26087	0.24888041479999998	0.00047999999999999996	0.0005100111101784048	m6A.sites
chr10	103449784	-	CALHM2	NR_024552.2	0.04596	54	20	28.837370242214533	0.37037	0.3533477948	1.2e-13	2.0492262273225083e-13	m6A.sites
chr10	103449919	-	CALHM2	NR_024552.2	0.04596	24	10	28.837370242214533	0.41667	0.39751984679999997	4.5e-08	6.139434690810873e-08	m6A.sites
chr10	109068955	-	ELSE	ELSE	0.0212	46	45	48.03321326411697	0.97826	0.957520888	2.1999999999999997e-74	1.1446244982832823e-73	m6A.sites
chr10	109068967	-	ELSE	ELSE	0.0212	46	45	48.03321326411697	0.97826	0.957520888	2.1999999999999997e-74	1.1446244982832823e-73	m6A.sites
chr10	110510301	+	DUSP5	NM_004419.4	0.04158	63	34	46.67027027027027	0.53968	0.5172401056000001	2.5000000000000002e-30	6.793295701368896e-30	m6A.sites
chr10	110510484	+	DUSP5	NM_004419.4	0.04158	22	14	46.67027027027027	0.63636	0.6099001512000001	1.1e-14	1.9457684940853453e-14	m6A.sites
chr10	110510492	+	DUSP5	NM_004419.4	0.04158	26	24	46.67027027027027	0.9230799999999999	0.8846983335999999	2.1e-31	5.8401517305554835e-31	m6A.sites
chr10	110510578	+	DUSP5	NM_004419.4	0.04158	54	40	46.67027027027027	0.74074	0.7099400308	1e-43	3.4824807004483e-43	m6A.sites
chr10	110510589	+	DUSP5	NM_004419.4	0.04158	42	31	46.67027027027027	0.7381	0.707409802	4.2e-34	1.2333025832776103e-33	m6A.sites
chr10	110510610	+	DUSP5	NM_004419.4	0.04158	26	25	46.67027027027027	0.96154	0.9215591668	7.400000000000001e-34	2.163102441144907e-33	m6A.sites
chr10	110510653	+	DUSP5	NM_004419.4	0.04158	57	8	46.67027027027027	0.14035	0.134514247	0.002	0.0020306706491324926	m6A.sites
chr10	110510686	+	DUSP5	NM_004419.4	0.04158	87	79	46.67027027027027	0.90805	0.870293281	3.2999999999999995e-99	2.193736908770737e-98	m6A.sites
chr10	110510938	+	DUSP5	NM_004419.4	0.04158	47	21	46.67027027027027	0.44681000000000004	0.42823164020000004	4.3e-17	8.238020068199827e-17	m6A.sites
chr10	110510961	+	DUSP5	NM_004419.4	0.04158	43	11	46.67027027027027	0.25581	0.2451734202	1.1e-06	1.3933756394482938e-06	m6A.sites
chr10	110511066	+	DUSP5	NM_004419.4	0.04158	48	7	46.67027027027027	0.14583	0.13976638859999999	0.004	0.004008644016486971	m6A.sites
chr10	110511073	+	DUSP5	NM_004419.4	0.04158	44	44	46.67027027027027	1.0	0.95842	1.7e-61	7.603814334414233e-61	m6A.sites
chr10	110511102	+	DUSP5	NM_004419.4	0.04158	25	19	46.67027027027027	0.76	0.7283992	7.999999999999999e-22	1.760263410843201e-21	m6A.sites
chr10	110511257	+	DUSP5	NM_004419.4	0.04158	91	16	46.67027027027027	0.17582	0.1685094044	1.1e-06	1.3933756394482938e-06	m6A.sites
chr10	110511351	+	DUSP5	NM_004419.4	0.04158	50	39	46.67027027027027	0.78	0.7475676000000001	3.2e-44	1.1236134590907607e-43	m6A.sites
chr10	112770281	+	ELSE	ELSE	0.0212	17	7	48.03321326411697	0.41176	0.403030688	3.1e-08	4.26197759930485e-08	m6A.sites
chr10	112770299	+	ELSE	ELSE	0.0212	17	16	48.03321326411697	0.9411799999999999	0.9212269839999999	2.7999999999999995e-26	6.929203804441581e-26	m6A.sites
chr10	114322698	+	ELSE	ELSE	0.0212	15	15	48.03321326411697	1.0	0.9788	7.9e-26	1.9337862034445884e-25	m6A.sites
chr10	114335245	+	ELSE	ELSE	0.0212	64	60	48.03321326411697	0.9375	0.917625	2.2e-95	1.4117251662541378e-94	m6A.sites
chr10	117508553	+	ELSE	ELSE	0.0212	56	6	48.03321326411697	0.10714000000000001	0.10486863200000002	0.001	0.0010285655559432705	m6A.sites
chr10	117542613	+	EMX2	NM_001165924.1	0.03331	18	11	52.12051282051282	0.61111	0.5907539259000001	1.3999999999999999e-12	2.303121535768075e-12	m6A.sites
chr10	117542790	+	EMX2	NM_001165924.1	0.03331	36	26	52.12051282051282	0.72222	0.6981628518	7.1e-31	1.9534963622182158e-30	m6A.sites
chr10	117542858	+	EMX2	NM_001165924.1	0.03331	61	27	52.12051282051282	0.44261999999999996	0.42787632779999996	6.700000000000001e-24	1.5610915843728347e-23	m6A.sites
chr10	117543323	+	EMX2	NM_001165924.1	0.03331	83	48	52.12051282051282	0.57831	0.5590464939	1.2e-48	4.5074677931780885e-48	m6A.sites
chr10	117543470	+	EMX2	NM_001165924.1	0.03331	72	48	52.12051282051282	0.66667	0.6444632223	4.3e-53	1.7241907051282053e-52	m6A.sites
chr10	117548155	+	EMX2	NM_001165924.1	0.03331	21	14	52.12051282051282	0.66667	0.6444632223	1.8999999999999998e-16	3.565237978966461e-16	m6A.sites
chr10	117548388	+	EMX2	NM_001165924.1	0.03331	25	11	52.12051282051282	0.44	0.42534360000000004	1.6000000000000002e-10	2.4325349386013257e-10	m6A.sites
chr10	117548395	+	EMX2	NM_001165924.1	0.03331	26	11	52.12051282051282	0.42308	0.40898720520000004	2.7000000000000005e-10	4.067741393434015e-10	m6A.sites
chr10	117548717	+	EMX2	NM_001165924.1	0.03331	52	47	52.12051282051282	0.90385	0.8737427565000001	7.999999999999998e-64	3.683152894860712e-63	m6A.sites
chr10	117549156	+	EMX2	NM_001165924.1	0.03331	37	14	52.12051282051282	0.37838	0.36577616220000003	6.0999999999999995e-12	9.802484615844185e-12	m6A.sites
chr10	117549297	+	EMX2	NM_001165924.1	0.03331	34	20	52.12051282051282	0.58824	0.5686457256	2.5000000000000002e-21	5.42520951622175e-21	m6A.sites
chr10	117549383	+	EMX2	NM_001165924.1	0.03331	21	8	52.12051282051282	0.38095	0.36826055550000003	2.1e-07	2.7690680017403345e-07	m6A.sites
chr10	120507314	+	ELSE	ELSE	0.0212	38	6	48.03321326411697	0.15789	0.15454273200000002	0.00014	0.00015433789813975172	m6A.sites
chr10	120507328	+	ELSE	ELSE	0.0212	46	5	48.03321326411697	0.1087	0.10639556	0.003	0.003022530726910921	m6A.sites
chr10	120589523	+	PLPP4	NR_134516.1	0.02364	32	25	30.48603351955307	0.78125	0.76278125	6.299999999999999e-35	1.880961413051019e-34	m6A.sites
chr10	120589702	+	PLPP4	NR_134516.1	0.02364	18	9	30.48603351955307	0.5	0.48818	9.199999999999999e-11	1.4131754292036977e-10	m6A.sites
chr10	121513461	+	ELSE	ELSE	0.0212	199	25	48.03321326411697	0.12563	0.12296664399999999	1.6e-12	2.6269573245637463e-12	m6A.sites
chr10	121513471	+	ELSE	ELSE	0.0212	201	21	48.03321326411697	0.10447999999999999	0.102265024	2.8000000000000003e-09	4.0403511242548e-09	m6A.sites
chr10	121565561	-	FGFR2	NM_000141.4	0.026539999999999998	60	15	124.09869646182496	0.25	0.243365	3.9e-11	6.074279075827326e-11	m6A.sites
chr10	121565597	-	FGFR2	NM_000141.4	0.026539999999999998	67	17	124.09869646182496	0.25373	0.2469960058	1.4999999999999999e-12	2.4649730414992897e-12	m6A.sites
chr10	127404909	+	ELSE	ELSE	0.0212	19	8	48.03321326411697	0.42105	0.41212373999999996	2.5e-09	3.6157002574253434e-09	m6A.sites
chr10	127406435	+	ELSE	ELSE	0.0212	15	7	48.03321326411697	0.46667	0.456776596	1.1000000000000001e-08	1.5444644546670583e-08	m6A.sites
chr10	127451743	+	DOCK1	NM_001290223.1	0.016669999999999997	133	26	173.7143665158371	0.19549	0.1922311817	3.1e-20	6.519492361973085e-20	m6A.sites
chr10	127452015	+	DOCK1	NM_001290223.1	0.016669999999999997	38	10	173.7143665158371	0.26316	0.25877312280000003	5.1e-10	7.596760996275734e-10	m6A.sites
chr10	131901009	+	PPP2R2D	NR_033191.3	0.035519999999999996	48	7	114.21170731707319	0.14583	0.1406501184	0.001	0.0010285655559432705	m6A.sites
chr10	131901012	+	PPP2R2D	NR_033191.3	0.035519999999999996	105	11	114.21170731707319	0.10475999999999999	0.1010389248	0.001	0.0010285655559432705	m6A.sites
chr10	131938156	+	ELSE	ELSE	0.0212	16	9	48.03321326411697	0.5625	0.550575	8.7e-12	1.3899007350211597e-11	m6A.sites
chr10	131941370	+	ELSE	ELSE	0.0212	20	7	48.03321326411697	0.35	0.34258	1.2e-07	1.601759228817607e-07	m6A.sites
chr10	131941687	+	ELSE	ELSE	0.0212	36	5	48.03321326411697	0.13889	0.135945532	0.00093	0.0009693217243884718	m6A.sites
chr10	131947638	+	PPP2R2D	NR_033191.3	0.035519999999999996	334	105	114.21170731707319	0.31437	0.3032035776	1.5999999999999998e-67	7.701467430207587e-67	m6A.sites
chr10	131947662	+	PPP2R2D	NR_033191.3	0.035519999999999996	223	38	114.21170731707319	0.1704	0.164347392	1.4e-15	2.552170929454324e-15	m6A.sites
chr10	131949070	+	ELSE	ELSE	0.0212	24	5	48.03321326411697	0.20833000000000002	0.20391340400000002	0.00013000000000000002	0.00014361911754135563	m6A.sites
chr10	131949110	+	ELSE	ELSE	0.0212	31	17	48.03321326411697	0.5483899999999999	0.536764132	7.1e-21	1.521623540894785e-20	m6A.sites
chr10	131949146	+	ELSE	ELSE	0.0212	34	18	48.03321326411697	0.52941	0.5181865080000001	1.2e-21	2.626937280634824e-21	m6A.sites
